token,sentiment
enjoyment,0.625
enkephalin,-0.25
enkidu,0.5
enkindle,-0.25
enlightened,0.21875
enlightening,0.625
enlightenment,-0.5
enliven,0.25
enlivened,0.25
enlivener,0.25
enlivening,0.5
ennoble,0.625
ennobling,0.4375
ennui,-0.375
enormously,-0.5
enough,0.375
enquire,0.25
enquiringly,0.375
enragement,-0.375
ensky,0.25
ensorcelled,0.25
entangle,-0.25
enteritis,-0.625
enterobiasis,-0.5
enteron,-0.5
enteropathy,0.375
enterostenosis,-0.375
enterprise,0.25
enterprising,0.375
enterprisingly,0.375
enterprisingness,0.25
entertained,-0.25
entertainingly,0.625
enthralled,-0.625
enthralling,0.5
enthrallingly,0.5
enthrallment,0.25
enthusiastic,0.625
enthusiastically,0.5625
entice,-0.25
enticing,0.375
entoloma,-0.25
entomophobia,-0.25
entomophthoraceae,-0.25
entomostraca,-0.5
entranced,-0.625
entrancement,-0.625
entrancing,0.5
entrapment,-0.875
entreatingly,0.5
entrenched,0.25
entrust,0.375
enucleation,0.375
enured,0.25
enuresis,-0.75
enviable,-0.625
enviably,0.5
enviously,0.5
enviousness,0.625
envisage,-0.625
envision,0.375
eolithic,-0.25
eosinophil,0.25
eosinophile,0.25
epic,1
epical,-0.375
epicardium,0.25
epicene,0.3125
epicondylitis,-0.5
epicure,0.25
epicurean,0.416666667
epicurus,0.5
epidemic,0.375
epididymitis,-0.625
epiglottitis,-0.875
epigon,-0.375
epigone,-0.375
epilepsy,-0.375
epiphany,0.375
episcleritis,-0.5
episodically,0.5
epitome,-0.25
epitomise,0.25
epitomize,0.25
epoch-making,0.375
epochal,0.375
equable,0.5
equably,0.5
equality,-0.5
equanimity,0.375
equatorial,-0.25
equipoised,-0.25
equisetales,-0.25
equitable,0.375
equitably,0.5
equivocally,0.625
eradication,0.25
erasable,0.625
erectile,0.375
erectly,0.25
eremitism,0.5
erethism,0.375
ergot,-0.25
ergotism,-0.875
eristic,0.375
eristical,0.25
erogenous,0.375
erose,0.25
erotic,0.625
erotically,0.375
eroticism,0.25
erotism,0.25
errant,-0.25
erratically,0.625
erreminise,0.5
errhine,-0.625
erring,0.625
erroneous,-0.75
erroneously,0.5
error-prone,0.625
errorless,0.625
ersatz,-0.75
erudite,0.625
eruditely,0.5
eruptive,-0.5
erysipelas,-0.625
erythema,-0.75
erythroblastosis,-0.375
erythroderma,-0.375
escape,-0.375
escapism,-0.375
escarole,-0.25
esophagitis,-0.625
esoterica,-0.375
esp,-0.25
especial,0.5
esprit,0.5
essay,0.25
essential,0.21875
essentiality,0.375
essentialness,0.375
established,0.4375
esteem,0.5
esteemed,0.75
esthete,0.25
esthetic,0.625
esthetical,0.5
esthetically,0.25
esthetician,0.4375
estimable,0.5625
estimate,0.25
estimation,0.25
estrange,0.375
estranged,-0.5
estrangement,-0.25
estrous,-0.25
esurient,-0.3125
eternal,0.25
ethchlorvynol,-0.25
ethereal,0.25
ethical,0.5625
ethician,-0.25
ethicism,-0.25
ethicist,-0.25
ethnic,-0.75
ethnically,0.5
ethos,0.25
etiolate,-0.25
etiolated,-0.25
etiolation,-0.3125
etiquette,0.5
eucaryote,0.25
eucaryotic,0.375
eudaemon,0.625
eudaemonia,0.625
eudaimonia,0.625
eudemon,0.625
eugenic,-0.375
euglenophyta,0.5
eukaryote,0.25
eukaryotic,0.375
eulogise,0.25
eulogize,0.25
eunuch,-0.375
eunuchoidism,-0.25
euphemism,-0.25
euphemistic,-0.625
euphemistically,0.375
euphonious,0.6875
euphonous,0.625
euphony,0.625
euphoria,-0.375
euphoriant,-0.25
euphoric,-0.375
eupnea,-0.5
eupnoea,-0.5
eurylaimidae,-0.25
evacuate,-0.25
evaluative,0.5
evaluator,-0.25
evaporative,-0.5
evasion,-0.375
evasive,0.375
even-pinnate,0.25
even-tempered,0.5
evenhandedly,0.625
evenness,-0.5
eventually,-0.625
ever-changing,0.375
everlasting,0.28125
everydayness,0.25
everyplace,0.5
everywhere,0.5
evict,-0.75
eviction,-0.75
evident,0.5625
evidently,0.625
evil-minded,-0.625
evilly,-0.5
evilness,-0.25
eviscerate,-0.375
evitable,0.625
evocation,0.375
ex-directory,-0.5
exacerbation,-0.25
exact,0.8125
exacting,-0.208333333
exactitude,0.375
exactly,0.375
exactness,0.375
exaggerate,0.625
exaggeratedly,0.25
exaggeration,0.25
exalted,0.5
exalting,0.25
examine,0.25
exanimate,-0.625
exasperated,-0.375
exasperating,-0.75
exasperatingly,0.5
exasperation,-0.375
exboyfriend,-0.375
excalibur,0.25
excellence,0.625
excellent,0.625
excellently,0.75
exception,-0.4375
exceptionable,-0.375
excessive,-0.3125
exchangeability,0.25
exchangeable,0.541666667
exchanged,-0.375
excise,-0.625
excitable,0.25
excitant,0.25
excitative,0.25
excitatory,0.25
excitement,-0.25
exciting,0.3125
excitingly,0.625
exclaim,-0.5
exclude,-0.25
exclusive,-0.75
excogitation,0.375
excogitative,0.25
excoriation,-0.5
excrescent,0.25
excruciating,-0.625
excruciation,-0.375
exculpate,-0.5
exculpated,0.625
exculpatory,0.25
excursionist,0.25
excusable,0.5
excusatory,-0.625
excuse,-0.3125
execrable,-0.6875
executability,0.625
executable,0.375
exemplary,0.208333333
exemplification,0.625
exemplify,0.375
exempt,-0.333333333
exercise,-0.25
exert,-0.25
exhaling,-0.25
exhaust,-0.25
exhausted,-0.25
exhaustible,0.6875
exhausting,-0.25
exhaustion,0.25
exhaustive,0.75
exhaustively,0.375
exhibitionistic,0.25
exhilarating,0.3125
exhilaration,-0.5
exhortative,0.375
exhortatory,0.375
exigency,0.25
exiguity,-0.5
exiguous,-0.625
existential,-0.25
existing,-0.208333333
exonerate,-0.5
exonerated,0.625
exoneration,0.25
exonerative,0.25
exopterygota,-0.25
exorbitance,-0.375
exorbitant,0.5
exorcise,-0.25
exorcism,-0.375
exorcize,-0.25
exostosis,-0.625
exotic,0.5
expandable,0.5
expandible,0.5
expanse,0.25
expansible,0.5
expansile,0.5
expansionist,0.375
expansive,-0.208333333
expansively,0.4375
expansiveness,-0.375
expect,0.25
expectant,0.625
expectantly,0.5
expected,-0.25
expectorant,0.5
expectorator,0.5
expedience,-0.625
expedient,-0.208333333
expediently,0.375
expeditiously,0.5
expendable,0.25
expensive,0.5
expensively,0.625
expensiveness,0.625
experience,-0.25
experienced,0.5
experimental,0.375
expert,0.75
expertly,0.375
expiable,0.625
expiation,-0.5
explainable,0.625
expletive,-0.375
explicable,0.625
explicit,0.375
explicitly,0.3125
explicitness,0.25
exploded,0.5
exploit,0.3125
exploited,0.4375
explosive,-0.25
explosively,0.375
exponentially,0.5
exportable,0.5
exposed,-0.375
expostulation,-0.25
exposure,-0.625
expressed,0.5
expressible,0.625
expression,-0.3125
expressively,-0.5
expressiveness,-0.75
expressway,0.375
expropriate,-0.25
expugnable,-0.375
exquisiteness,0.375
exsanguine,-0.375
exsanguinous,-0.375
extant,-0.375
extemporaneous,-0.375
extemporaneously,0.25
extemporarily,0.25
extemporary,-0.375
extemporisation,-0.375
extemporization,-0.375
extendable,0.625
extendible,0.625
extensible,0.375
extensile,0.375
extenuating,0.25
exterminable,0.375
exterminated,-0.25
extermination,0.5
external,-0.25
externally,0.5
extinct,-0.625
extinguishable,0.625
extinguished,-0.625
extirpable,0.375
extol,0.625
extoller,0.625
extort,-0.75
extortion,-0.25
extortionate,0.5
extra,0.333333333
extractable,0.625
extractible,0.625
extrajudicial,-0.25
extralegal,-0.75
extralinguistic,-0.875
extramarital,-0.5
extraneous,-0.458333333
extraordinarily,-0.5
extrasensory,-0.25
extrasystole,-0.375
extravagance,0.4375
extravagancy,0.625
extravagant,-0.3125
extravagantly,0.25
extravert,-0.375
extraverted,-0.375
extravertive,-0.375
extremely,0.625
extricable,0.625
extricated,0.625
extrinsic,-0.75
extrovert,-0.375
extroverted,-0.375
extrovertish,-0.25
extrovertive,-0.375
exuberant,-0.208333333
exuberantly,0.5625
exult,-0.375
exultantly,0.375
exultation,-0.4375
exultingly,0.375
eye-beaming,0.375
eye-deceiving,-0.625
eyed,-0.25
eyeful,0.5
eyeless,-0.25
eyelike,0.25
eyes,0.5
eyesore,-0.625
eyrie,0.5
eyry,0.5
fab,0.625
fabian,0.25
fable,-0.25
fabled,-0.5
fabrication,-0.625
fabulously,0.5
facade,-0.5
face,-0.25
face-saving,0.375
faceless,-0.75
facetious,0.5
facetiousness,0.5
facilitation,-0.25
facsimile,0.25
fact,0.25
factious,-0.375
factitious,-0.75
factual,0.25
factually,0.375
fad,0.25
faddily,0.5
faddishly,0.5
faded,-0.3125
fado,-0.5
fagin,-0.5
faience,-0.25
failed,-0.75
failing,-0.208333333
fain,0.3125
faint,-0.265625
fainthearted,-0.375
faintheartedness,-0.375
fair,0.221153846
fair-and-square,0.375
fairness,0.5
fairy-slipper,0.25
fairytale,0.625
faithfully,0.5
faithless,0.375
faithlessly,0.5
faithlessness,-0.25
fake,-0.583333333
fallacious,-0.583333333
fallal,-0.25
fallen,-0.25
fallible,-0.25
fallow,-0.5
FALSE,-0.486111111
falsely,0.375
falseness,-0.3125
falsetto,0.375
falsifiable,0.625
falsify,-0.375
falstaff,-0.25
falter,-0.5
falteringly,-0.375
famed,-0.25
familiar,0.21875
famish,-0.25
famished,-0.5
famotidine,-0.25
famous,-0.25
famously,0.4375
famulus,0.25
fanatically,0.5
fanaticism,-0.5
fancifully,0.375
fancy-free,-0.625
fantabulous,0.625
fantasise,0.375
fantasize,0.375
fantastical,-0.25
fantastically,0.5
fantasy,-0.25
fantods,-0.25
far-famed,-0.25
far-out,-0.375
far-right,-0.5
faraway,0.25
farce,0.25
farcical,0.375
farcically,0.5
farfetched,0.5
farseeing,0.5
fascinating,0.5
fascinatingly,0.5
fascination,0.208333333
fascioliasis,-0.375
fasciolosis,-0.375
fashion,0.5
fashionably,0.375
fast-growing,-0.25
fastidiously,0.625
fastidiousness,0.25
fat,0.3125
fat-free,-0.625
fatalist,0.25
fatalistic,0.25
fatality,-0.625
fatefully,0.5
fatheaded,0.5
fatherless,-0.625
fatherlike,0.375
fatherly,0.5
fathomable,0.5
fatigability,-0.375
fatigue,-0.21875
fatless,-0.625
fattish,0.25
fatty,0.25
fatuous,-0.25
fatuously,-0.25
fatwa,0.5
fault,-0.28125
faultily,0.375
faultless,-0.375
faultlessly,-0.375
fauna,-0.5
fauntleroy,-0.5
faustian,0.25
faux,-0.875
favorable,0.625
favorableness,0.25
favorably,0.75
favored,0.625
favourable,0.541666667
favourableness,0.25
favourably,0.75
fawner,0.625
faze,0.25
fazed,-0.25
fearful,-0.275
fearfully,0.3125
fearfulness,0.25
fearless,0.28125
fearlessly,0.25
fearlessness,-0.375
fearsome,-0.625
fearsomely,0.5
feasible,0.375
feast,0.25
featherbrained,-0.25
feathered,-0.3125
featheredge,0.25
feathery,-0.21875
featureless,0.25
febrile,-0.625
fecklessly,0.4375
fecund,0.625
fecundity,0.541666667
fee,0.375
feeble,-0.46875
feeblemindedness,-0.375
feebleness,-0.25
feebly,0.3125
feeling,-0.25
feelingly,-0.375
feelings,0.25
feigned,-0.5
feigning,-0.375
feint,-0.25
felicitation,0.625
felicitous,0.6875
felicitously,0.5
felicitousness,0.625
fell,-0.375
feminine,-0.5
feminise,0.5
feminize,0.5
fenceless,-0.625
fencer,0.25
fend,-0.625
fender,-0.25
fenoprofen,-0.625
fenusa,0.25
fermentable,0.625
ferned,-0.5
fernless,0.25
fernlike,0.25
fertile,0.5
fertility,0.375
fertilizable,0.625
fervid,-0.375
fester,-0.5
fetching,0.5
fetid,-0.25
fetishist,0.375
fetor,-0.625
fettle,0.625
fetus,0.25
feudally,0.375
feudatory,-0.375
fevered,0.5
feverish,-0.625
feverishly,0.5
feverous,-0.625
fewness,-0.25
fey,-0.25
fiber,0.5
fibre,0.5
fibrillose,-0.5
fibroadenoma,-0.25
fibrocalcific,-0.25
fibromyositis,-0.25
fibrous,-0.5
fickle,0.4375
fickleness,-0.25
fiction,-0.625
fictive,0.625
fiddle,0.375
fiddle-faddle,0.375
fiddle-shaped,0.25
fiddler,0.375
fidgety,-0.625
fiefdom,0.25
field,0.25
fiendish,-0.75
fiendishly,-0.5
fierce,-0.4375
fighting,0.25
filagree,-0.25
filamentlike,0.25
filamentous,0.25
filarial,0.375
filariasis,-0.5
filibuster,-0.375
filiform,0.25
filigree,-0.25
fillagree,-0.25
filled,0.25
fils,0.25
filth,-0.5625
filthiness,-0.75
filthy,-0.75
fimbriate,0.25
finagler,-0.375
final,-0.625
financed,0.625
financial,0.25
fine,0.3125
fine-looking,0.75
finely,0.416666667
fineness,0.75
finer,0.75
finest,0.5
fingered,-0.5
fingerless,-0.75
fingermark,-0.5
fingerprint,-0.5
finical,0.5
finicky,0.5
finishing,-0.25
fire,-0.25
fire-resistant,-0.5
fire-resisting,-0.5
fire-resistive,-0.5
fire-retardant,-0.5
firebrand,-0.625
fireman,-0.5
fireproof,-0.75
firestorm,0.25
firewater,0.25
firing,0.375
firmness,0.208333333
first-class,0.625
first-nighter,-0.375
first-rate,0.625
fiscal,0.25
fiscally,0.25
fishily,0.5
fissile,0.5
fissionable,0.625
fissiparous,0.5
fistfight,-0.25
fisticuffs,-0.25
fistula,-0.25
fit,0.275
fitch,-0.375
fitfully,0.5
fitfulness,-0.375
fitly,0.5
fitness,0.416666667
fitter,0.5
fitting,0.541666667
fittingly,0.5
fittingness,0.5
fitzgerald,0.25
fix,-0.375
fixable,0.5
fixation,-0.75
fixed,-0.375
fixity,-0.375
flabbergast,-0.25
flabbily,0.5
flabbiness,0.5
flabby,-0.25
flaccid,-0.4375
flaccidity,0.5
flag-waving,0.25
flagellum,-0.25
flagging,-0.625
flagitious,-0.75
flagrant,-0.875
flagrantly,0.5
flagyl,-0.25
flakey,0.25
flaky,0.25
flamboyance,0.25
flamboyant,-0.25
flamboyantly,0.625
flame-out,0.375
flashback,-0.25
flasher,0.25
flashily,0.5625
flat,-0.215277778
flatbed,-0.5
flatcar,-0.5
flatfoot,-0.375
flatly,0.375
flatness,-0.25
flattened,0.25
flatter,0.375
flattering,-0.25
flattery,0.375
flatulent,-0.5625
flatus-relieving,0.75
flatwork,0.25
flatworm,0.25
flaunty,0.5
flavor,-0.25
flavored,-0.5
flavorful,-0.5
flavorless,-0.375
flavorous,-0.5
flavorsome,-0.5
flavorsomeness,-0.5
flavour,-0.25
flavoured,-0.5
flavourful,-0.5
flavourless,-0.375
flavourous,-0.5
flavoursome,-0.5
flavoutsomeness,-0.5
flawed,0.25
flawless,-0.375
flawlessly,0.625
flawlessness,-0.625
flea-bitten,-0.375
flection,-0.25
fledgeless,-0.375
fledgeling,0.375
fledgling,0.375
fleeceable,0.375
fleetly,0.375
fleshiness,-0.375
flex,-0.375
flexeril,-0.5
flexibility,0.375
flexible,0.375
flexile,0.25
flexion,-0.25
flick,-0.25
flicker,-0.25
flickering,0.25
flight,0.25
flightiness,0.375
flightless,-0.625
flimsy,-0.208333333
fling,0.5
flip,-0.25
flippancy,-0.625
flippantly,0.5
flirt,0.375
flirtation,0.375
flirtatious,0.25
flirtatiously,0.5
flirting,0.375
floater,-0.333333333
floating,-0.5
floating-moss,0.5
flocculent,-0.25
flood,-0.3125
flooded,-0.3125
flooding,0.375
flora,-0.25
florid,-0.25
floridly,0.5
floridness,0.25
flourishing,0.4375
floury,0.5
flout,-0.3125
flouter,-0.375
flowering,0.25
flu,0.75
fluctuate,-0.25
fluctuating,-0.25
fluctuation,-0.375
fluent,0.25
fluently,0.5
fluff,0.3125
flummery,-0.5
fluorescent,0.25
fluorouracil,-0.375
fluoxetine,-0.25
fluphenazine,-0.375
flurazepam,-0.25
flushed,0.25
flutter,-0.5
fly,-0.375
flyaway,-0.25
flyblown,-0.25
flying,0.375
fo,0.375
foaming,-0.541666667
foamy,-0.541666667
fob,-0.5
focally,0.375
focused,0.375
focussed,0.375
foetid,-0.25
foetor,-0.625
foetus,0.25
fogbound,-0.875
fogey,-0.25
fogged,0.25
foggy,-0.3125
foglamp,0.25
fogy,-0.25
foil,0.3125
foiled,-0.5
foldable,0.5
foldaway,0.5
folding,0.5
foliated,-0.25
folie,-0.375
folksy,-0.375
folliculitis,-0.25
follow,0.28125
follow-through,0.25
fomentation,-0.5
fond,0.21875
fondling,-0.5
fondly,0.25
fondness,0.375
food,-0.25
foodie,0.25
foodless,-0.25
fool,0.5625
foolhardiness,0.25
foolhardy,-0.5
fooling,-0.625
foolish,0.625
foolishly,-0.875
foolproof,-0.375
foothill,-0.375
footless,-0.625
footloose,0.625
footsure,-0.375
footwall,-0.375
footwork,0.3125
forbearing,0.25
forbid,0.25
forbidding,-0.4375
forbiddingly,-0.625
force-feed,-0.625
forced,-0.375
forceful,-0.5
forcefully,-0.25
forceless,-0.5
forcible,-0.5
forcibly,0.5
forcipate,0.25
ford,-0.25
foreclose,0.25
foreign,-0.5
foreigner,-0.75
foreignness,-0.375
foreknow,-0.25
forensic,-0.375
foreordain,0.25
foreplay,0.375
foresee,-0.25
foreshock,-0.25
foreshow,0.25
foresight,-0.25
foresightedness,-0.25
foresightfulness,-0.25
forestall,0.25
forested,-0.375
foreswear,-0.75
forethoughtful,0.25
forficulidae,-0.25
forged,-0.875
forgetful,-0.25
forgetfully,0.5
forgettable,0.375
forgivable,0.375
forgiving,0.3125
forgivingly,0.5
forgo,-0.208333333
forgotten,-0.375
forked,-0.25
forlornly,0.5
forlornness,-0.625
formalised,-0.3125
formalistic,-0.375
formalized,-0.3125
format,0.375
former,-0.21875
formidable,0.6875
formidably,0.375
formless,-0.625
formlessly,0.5
formulation,-0.5
fornicate,-0.375
fornicator,-0.5
forrad,0.25
forrard,0.25
forseti,0.375
forswear,-0.75
fortaz,-0.25
forthrightness,0.375
forthwith,-0.5
fortifying,0.25
fortuitously,-0.25
fortuitousness,0.375
fortuna,0.875
fortunate,0.958333333
fortunately,-0.25
forwardness,-0.75
forwards,0.25
fossil,-0.25
fossilise,0.375
fossilize,0.375
foster,0.375
foster-brother,-0.75
foster-daughter,-0.25
foster-sister,-0.75
fosterage,0.375
fostering,0.375
foul,-0.472222222
foul-mouthed,-0.25
foul-smelling,-0.25
foul-spoken,-0.25
fouled,-0.75
foulmart,-0.375
foulness,-0.5625
foumart,-0.375
founder,-0.3125
four-ply,0.25
fourhanded,-0.25
foursquare,0.25
fox,-0.34375
foxily,0.5
foxiness,0.625
foxy,0.75
fracas,-0.25
fractal,-0.25
fractious,-0.5
fractiously,0.5
fractiousness,-0.5
fractured,-0.375
fragile,-0.416666667
fragility,-0.6875
fragmented,-0.375
fragrant,0.625
frail,-0.291666667
frailty,0.375
frambesia,-0.25
framboesia,-0.25
frangible,0.25
franklin,0.625
frankly,0.625
frankness,0.375
fraternally,0.5
fraudulence,-0.375
fraudulent,-0.625
fraudulently,-0.25
fraught,-0.5
fray,-0.25
frayed,-0.25
frazzle,-0.208333333
freakishly,-0.5
freakishness,-0.5
freckled,-0.25
free-liver,-0.375
free-thinking,-0.375
freeborn,0.375
freed,0.625
freehand,-0.5
freehearted,0.5
freelance,-0.375
freeload,0.25
freeloader,0.25
freely,0.625
freemail,0.25
freeman,-0.625
freestanding,-0.375
freestone,-0.375
freestyle,0.375
freeway,0.375
freewheeling,0.4375
freewill,0.375
freewoman,-0.625
freeze-dried,0.25
frenchify,-0.25
frenetic,-0.375
frenzied,-0.5
frenziedly,0.625
frequent,0.25
fret,-0.267857143
fretful,-0.5
fretfully,0.5
fretfulness,-0.5
friability,-0.375
friable,-0.375
frictionless,-0.25
friendliness,-0.375
fright,0.25
frightening,-0.4375
frighteningly,0.5
frightful,-0.625
frightfully,0.375
frigid,-0.333333333
frigidly,-0.625
frigorific,-0.5
frilled,-0.25
frilly,-0.25
fringy,0.25
frippery,0.375
friskily,0.375
friskiness,0.625
frisky,0.375
frisson,-0.375
frivolous,-0.75
frivolousness,-0.625
frolicsomeness,0.625
frond,0.25
frontward,0.25
frontwards,0.25
frost,-0.375
frostbite,-0.625
frostbitten,-0.375
frosted,0.25
frostily,-0.625
frostiness,-0.25
frosty,-0.625
frothily,0.5
frothing,-0.5625
frothy,-0.5
froward,-0.625
frown,-0.4375
frowning,-0.25
frowsty,-0.75
frowsy,-0.375
frowzled,-0.75
frowzy,-0.375
frozen,-0.375
fructify,0.375
frugal,-0.375
frugally,0.5
fruitful,0.375
fruitfully,0.375
fruitfulness,0.5625
fruiting,0.375
fruitless,-0.25
fruity,-0.3125
frump,-0.375
frumpily,0.375
frumpish,0.25
frumpishly,0.375
frumpy,0.25
frustrate,-0.375
frustrated,-0.5
frustration,-0.25
frustrative,0.625
fry,-0.5
fuck,0.25
fucked-up,0.375
fuckhead,-0.375
fuddle,-0.5
fugally,-0.375
fuggy,-0.375
fugu,0.625
fugue,-0.25
fulfilled,0.5
fulfillment,0.375
fulfilment,0.375
fulgent,0.25
fulgurating,0.25
full-blood,-0.25
full-blooded,0.25
full-blown,0.5625
full-bodied,-0.625
full-dress,0.25
full-length,0.25
full-scale,-0.375
full-strength,-0.375
fullness,0.291666667
fully,0.375
fulminant,-0.25
fulminate,-0.25
fulsome,-0.375
fulsomely,0.5
fumble,-0.333333333
fumbling,0.75
functional,0.28125
functionality,0.5
functionally,0.25
fundamental,0.25
fundamentalist,-0.375
fundamentalistic,-0.375
funded,-0.5
funereal,-0.625
fungibility,0.25
fungible,0.25
fungicidal,0.875
funiculitis,-0.5
funkaceae,-0.25
funnily,0.5
furious,-0.25
furiously,0.333333333
furnishings,-0.5
furor,0.25
furore,0.25
furtive,0.4375
furtively,0.5
furtiveness,0.25
furuncle,-0.625
fury,-0.25
fusible,0.625
fussily,0.5
fusty,-0.3125
futile,-0.5
futility,0.25
futureless,-0.75
futurity,-0.25
gag,-0.25
gaga,0.5
gaiety,-0.375
gaily,0.375
gain,0.5
gainful,0.375
gainlessly,-0.75
gainly,0.75
galactosemia,-0.375
galahad,0.25
galan,0.25
galeocerdo,-0.25
gall,-0.395833333
gallantly,0.5
galled,-0.625
gallfly,-0.375
galling,-0.625
galvanic,-0.5
galvanising,-0.5
galvanizing,-0.5
gamble,0.375
gambler,-0.5
gambling,0.25
gamely,0.5
gamey,0.25
gaminess,0.25
gamma,0.5
gammy,-0.5
gamut,0.25
gamy,0.25
gang-rape,-0.25
gangling,0.25
gangly,0.25
gangrenous,-0.625
gaol,0.25
gap-toothed,-0.25
garb,-0.25
garbed,-0.25
gargantuan,0.375
gargoylism,-0.75
garish,-0.375
garmented,-0.25
garmentless,0.25
garnished,-0.375
garrulously,0.5
gas-tight,-0.75
gaseous,-0.375
gashed,0.25
gaspingly,0.5
gassy,-0.375
gastrin,-0.375
gastritis,-0.875
gastroenteritis,-0.625
gastronome,0.25
gastronomy,0.5
gate-crashing,-0.25
gatecrasher,-0.625
gauche,-0.375
gaucheness,-0.5
gaucherie,-0.375
gaud,-0.25
gauguinesque,0.375
gaunt,0.25
gauntleted,-0.25
gauntness,-0.5
gavage,-0.5
gawkiness,-0.625
gawky,-0.375
gay,0.208333333
gayly,0.5
gayness,0.375
gazella,-0.25
gca,-0.375
gd,0.25
gelid,-0.5
gem,0.375
gemmed,-0.5
gemmiferous,0.25
genealogically,0.375
general-purpose,-0.75
generalised,-0.875
generalized,-0.875
generally,-0.5
generically,-0.625
generosity,0.375
generously,0.625
genial,0.25
genially,0.5
genitive,-0.25
genius,0.28125
genoise,-0.25
gent,-0.375
genteelly,0.625
gentle,0.270833333
gentlemanlike,0.625
gentlemanly,0.625
gentleness,0.625
gently,0.4375
genuflect,0.25
genuine,0.25
genus-fenusa,0.25
geographically,0.5
geologically,0.25
geometrically,0.5
geosynchronous,-0.375
geotropism,0.25
germ,-0.25
german,0.25
germane,0.25
germanic,0.25
germfree,0.75
germicidal,0.5
gerrhonotus,-0.25
gestalt,-0.5
get-at-able,0.75
getable,0.625
getatable,0.75
getaway,0.5
gettable,0.625
gewgaw,-0.25
ghastly,-0.375
ghetto,-0.875
ghillie,-0.625
ghost,-0.25
ghostlike,-0.25
ghostly,-0.25
ghoulish,-0.625
giantism,-0.3125
giardiasis,-0.75
gibber,-0.25
gibberish,-0.25
gibbose,-0.375
gibbous,-0.5
gibelike,-0.625
gibingly,0.375
giddy,-0.5
gidgee,-0.75
gifted,0.375
gigantism,-0.3125
giggle,-0.25
gigo,-0.25
gigot,0.5
gilded,0.208333333
gill,0.25
gillie,-0.625
gilt-edged,0.625
gimcrack,-0.375
gimmick,-0.25
ginger,0.25
gingerly,0.3125
gingery,-0.375
gingiva,-0.375
gingivitis,-0.625
givenness,-0.375
giver,-0.25
glabrescent,-0.25
glabrous,-0.375
glacial,-0.625
glaciate,-0.375
glaciated,-0.5
glade,-0.5
gladfulness,-0.75
gladly,0.5
gladness,-0.75
gladsome,-0.875
gladsomeness,-0.75
glamor,0.5
glamorous,0.25
glamour,0.5
glamourous,0.25
glanders,-0.5
glare,0.208333333
glaring,-0.3125
glaringly,0.5
glary,0.25
glassed,-0.25
glassless,-0.625
glaucous,0.25
glazed,-0.3125
glee,-0.25
gleeful,0.375
gleefully,0.5
gleefulness,0.375
glib,-0.375
glibly,-0.375
glibness,0.25
glimmering,0.25
glimmery,0.25
glistening,0.25
gloat,-0.3125
gloating,-0.875
gloatingly,0.5
glochid,-0.25
glochidium,-0.25
glomerule,0.25
glomerulonephritis,-0.75
gloom,-0.375
gloomily,-0.375
gloominess,-0.5
gloomy,-0.55
glorify,0.208333333
glory,0.25
gloss,-0.25
glossalgia,-0.5
glossily,0.5
glossitis,-0.5
glossodynia,-0.5
gloved,-0.25
gloveless,0.25
glow,0.275
glower,-0.5
glowering,-0.25
gloweringly,0.5
glowing,0.375
glowingly,0.5
glucophage,-0.25
glucose,0.25
glucosuria,0.375
glum,-0.3125
glumness,-0.75
gluon,0.25
gluttonously,0.5
glycerin,-0.25
glycerine,-0.25
glycerol,-0.25
gnarl,-0.25
gnarled,-0.375
gnarly,-0.375
gnat,0.25
gnathion,-0.625
gnaw,-0.25
go-ahead,0.25
go-as-you-please,-0.75
goalless,-0.5
gobsmacked,-0.375
god-awful,-0.5
godless,-0.5
godlessness,-0.625
godlike,0.375
godly,0.5
godsend,0.375
going,-0.375
golconda,0.375
golden,0.28125
goldmine,0.625
gone,-0.291666667
gongorist,-0.5
gonococcus,-0.25
gonorrhea,-0.625
gonorrhoea,-0.625
good,1
good,0.639423077
good-hearted,0.25
good-humored,0.625
good-humoredness,0.375
good-humoured,0.625
good-looking,0.75
good-natured,0.25
good-naturedly,0.625
good-neighborliness,0.5
good-neighbourliness,0.5
good-tempered,0.5
good-temperedness,0.375
good-time,0.625
goodish,0.75
goodness,0.8125
goodwill,0.875
goody-goody,0.5
goofy,-0.25
gordian,-0.25
gore,-0.25
gorgeous,0.5
gorgeously,0.75
gory,-0.5
gosainthan,0.25
gospel,0.3125
goth,-0.25
gothic,-0.291666667
gotterdammerung,-0.625
gouger,0.25
gourmet,0.25
gout,-0.375
gouty,-0.625
governable,0.625
gown,-0.25
gowned,-0.5
gp,-0.5
grace,0.45
graceful,0.25
gracefully,0.5625
gracefulness,0.375
graceless,-0.333333333
gracelessness,-0.375
gracilariidae,0.25
gracile,0.25
gracillariidae,0.25
gracious,0.65
graciously,0.625
graciousness,0.4375
gradable,0.375
gradual,-0.5
graduality,-0.25
gradually,0.375
gradualness,-0.25
graffiti,-0.25
graffito,-0.25
graininess,-0.25
gram,0.25
gram-negative,-0.375
grammatical,0.5
grammatically,0.25
grandee,0.5
grandiloquent,-0.3125
grandiloquently,0.5
grandiose,0.5
grandiosely,0.5
grandly,0.375
grandnephew,0.25
granite,-0.75
granny,-0.375
grant,0.25
granted,-0.25
granularity,-0.25
granuliferous,-0.25
granulocyte,-0.25
granulocytopenia,-0.5
granuloma,-0.75
graphic,0.4375
graphically,0.4375
